Sample_ID;Temperature;pH;Salinity;Turbidity;Dissolved_Oxygen;Nitrate;Chlorophyll_a;nutrient_index;pH_deviation;Rainfall_last_7_days_mm;Distance_to_pollution_source_km;Water_depth_m;Current_velocity_m_s;Phosphate_concentration_mg_L;BOD_mg_L;Distance_to_coast_km;Seagrass_or_algae_cover;is_safe
WQ09918;25.15;8.46;34.09;49;10.97;1.95;10.25;19.9875;1.46;3.545;43.637;115.085;0.549;0.1305;5.112;57.074;Medium;1
WQ09919;29.17;7.26;36.77;15.5;0.35;22.72;79.8;1813.056;0.26;52.072;45.156;56.54;1.184;0.3783;3.814;65.993;High;0
WQ09920;18.26;7.81;34.5;43.6;11.26;3.52;29.08;102.3616;0.81;;17.279;106.467;0.943;0.1997;6.664;29.866;Medium;1
WQ09921;27.19;7.31;31.96;23.3;4.86;14.85;76.59;1137.3615;0.31;104.389;18.063;66.08;0.934;0.0687;6.783;58.236;High;0
WQ09922;13.01;7.62;32.08;40.28;13.2;1.23;13.56;16.6788;0.62;72.593;29.192;158.521;0.736;0.0068;1.233;5.183;Low;1
WQ09923;13.58;7.92;32.66;46.15;0.52;20.18;83.73;1689.6714;0.92;73.691;36.805;178.472;0.022;0.3732;6.156;48.07;High;0
WQ09924;27.19;8.41;30.8;27.36;1.78;23.7;74.88;1774.656;1.41;63.829;3.626;;0.395;0.0972;7.252;37.916;High;0
WQ09925;;7.05;34.51;49.26;10.94;3.82;20.67;78.9594;0.05;11.022;29.871;36.766;0.173;0.0303;1.221;35.64;Low;1
WQ09926;19.29;7.77;32.2;10.64;6.61;8.9;43.19;384.391;0.77;53.402;47.665;56.424;0.997;0.2511;6.762;23.566;High;0
WQ09927;19.62;7.12;36.04;43.63;14.55;1.76;10;17.6;0.12;119.941;13.474;184.033;0.38;0.1766;8.138;81.792;Medium;1
WQ09928;21.67;8.74;31.2;48.06;4.46;16.48;74.94;1235.0112;1.74;100.228;45.487;88.57;0.681;0.3474;8.403;88.204;Medium;0
WQ09929;28.76;8.22;35.17;25.82;12.86;4.24;25.17;106.7208;1.22;107.215;47.533;188.354;0.537;0.0581;0.896;88.824;High;1
WQ09930;26.33;7.03;30.58;15.35;11.45;0.19;14.77;2.8063;0.03;98.787;13.823;79.705;0.223;0.0707;7.125;39.671;High;1
WQ09931;20.46;8.64;37.6;10.97;7.49;9.59;38.44;368.6396;1.64;12.365;37.833;190.451;1.438;0.205;8.071;25.99;Medium;0
WQ09932;26.92;7.7;36.64;49.23;9.48;5.64;27.71;156.2844;0.7;27.294;12.319;185.296;1.401;0.2626;4.27;9.931;Medium;1
WQ09933;20.12;8.3;30.61;31.54;14.1;2.52;10;25.2;1.3;0.375;37.012;;0.136;0.413;5.657;67.274;High;1
WQ09934;29.03;6.68;34.55;44.51;0;22.13;86.24;1908.4912;0.32;36.421;39.972;3.748;1.243;0.2949;3.019;33.084;Low;0
WQ09935;70.79508927;7.79;32;14.61;8.4;6.16;26.65;164.164;0.79;13.033;12.737;81.266;0.738;0.4518;3.447;27.739;Low;1
WQ09936;50.17115593;8;34.19;47.59;14.56;1.78;15.93;28.3554;1;56.735;35.936;182.425;1.163;0.1128;5.265;37.207;Medium;1
WQ09937;23.6;7.91;30.7;21.67;14.14;4.15;19.7;81.755;0.91;81.255;40.699;177.252;0.235;0.3001;1.936;55.517;Low;1
WQ09938;11.65;6.81;36.45;17.31;13.31;1.58;15.13;23.9054;0.19;104.941;18.25;39.103;0.207;0.3293;4.02;16.276;High;1
WQ09939;30.94;7.29;33.41;17.27;0.66;;74.62;1764.0168;0.29;89.906;8.801;81.038;1.337;0.3643;3.364;96.138;Medium;0
WQ09940;25.07;8.31;30.72;8.48;3.83;15.11;73.73;1114.0603;1.31;112.63;5.052;167.431;1.348;0.4944;2.763;73.288;Low;0
WQ09941;12.41;7.2;32.37;36.65;0.92;22.92;96.49;2211.5508;0.2;6.468;28.981;116.42;0.704;0.2367;5.097;4.774;Low;0
WQ09942;23.58;6.89;33.87;29.9;2;21.74;96.67;2101.6058;0.11;1.462;48.916;169.765;1.307;0.1878;8.467;30.748;Low;0
WQ09943;15.86;7.01;32.47;27.15;9.94;3.8;38.03;144.514;0.01;79.361;41.236;165.66;1.005;0.4268;2.801;5.122;Medium;1
WQ09944;17.1;7.38;37.61;2.86;11.25;3.03;17.46;52.9038;0.38;34.722;22.074;181.681;0.286;0.0925;6.767;23.026;High;1
WQ09945;27.33;8.67;34.44;7.3;2.65;18.55;85.09;1578.4195;1.67;30.42;27.063;25.21;0.5;0.0233;2.915;28.73;High;0
WQ09946;23.43;7.47;39.38;42.99;0.01;21.51;94.9;2041.299;0.47;39.706;14.337;30.753;0.213;0.2246;1.85;71.826;Medium;0
WQ09947;21.66;7.56;34.79;23.83;2.97;23.81;81.48;1940.0388;0.56;32.376;8.572;18.396;1.163;0.1274;9.462;71.902;Low;0
WQ09948;30.46;8.21;32.41;29.49;11.64;0.68;18.87;12.8316;1.21;61.372;24.363;187.183;1.478;0.2013;6.516;4.628;High;1
WQ09949;19.39;7.63;31.52;16.8;1.62;20.43;77.91;1591.7013;0.63;52.818;23.443;96.082;0.824;0.4931;1.494;58.854;Low;0
WQ09950;22.21;7.72;32.42;5.11;10.85;5.55;31.58;175.269;0.72;61.491;26.336;14.736;0.987;0.1775;6.51;96.095;High;1
WQ09951;20.27;6.67;35.82;3.22;4.84;14.82;70.39;1043.1798;0.33;80.726;47.664;65.663;1.122;0.3554;2.175;62.874;High;0
WQ09952;30.47;6.98;38.41;4.98;3.11;22.49;85.67;1926.7183;0.02;46.456;30.393;71.58;0.344;0.1289;8.934;96.059;High;0
WQ09953;20.28;7.43;36.2;20.63;11.58;0;22.34;0;0.43;30.157;30.486;162.293;0.511;0.1552;2.851;38.118;Low;1
WQ09954;20.64;6.58;36.43;41.23;1.06;21.76;93.08;2025.4208;0.42;19.944;6.837;147.624;0.624;0.1254;8.165;46.032;Low;0
WQ09955;16.21;7.57;39.53;16.57;1.1;18.95;83.79;1587.8205;0.57;41.937;49.826;138.499;0.896;0.2882;2.392;49.599;Low;0
WQ09956;17.49;7.19;35.78;25.16;13.9;0.97;14.99;14.5403;0.19;89.017;38.756;6.329;1.277;0.1169;5.804;92.402;Low;1
WQ09957;17.7;7.13;39.45;22.34;2.56;23.42;94.18;2205.6956;0.13;90.805;43.922;182.318;0.389;0.3606;9.167;38.09;Low;0
WQ09958;10.89;8.55;39.98;9.48;9.93;1.32;21.65;28.578;1.55;80.029;21.008;44.68;0.712;0.3417;3.312;98.343;Medium;1
WQ09959;30.71;7.2;30.43;5.65;10.79;-4.32;28.77;124.2864;0.2;28.083;25.355;126.554;1.13;0.2135;1.273;54.358;High;1
WQ09960;;7.43;36.93;38.09;2.79;22.53;95.02;2140.8006;0.43;;26.343;14.24;0.14;0.0177;5.75;21.89;High;0
WQ09961;13.63;6.98;36.57;25.78;11.61;1.45;20.74;30.073;0.02;68.483;10.108;18.142;0.774;0.0162;2.137;10.458;Medium;1
WQ09962;26.54;7.32;31.43;41.1;5.66;8.85;40.73;360.4605;0.32;58.112;34.63;;0.225;0.2687;7.419;17.37;High;0
WQ09963;16.37;8.01;39.81;35.63;2.59;16.84;79.52;1339.1168;1.01;65.997;45.197;114.054;0.813;0.4204;6.113;4.024;Medium;0
WQ09964;13.83;8.59;31.95;11.81;2.84;19.9;84.96;1690.704;1.59;59.015;8.603;126.617;1.154;0.3014;3.791;69.262;Medium;0
WQ09965;13.66;7.72;35.9;15.25;9.66;1.06;10;10.6;0.72;;4.773;11.992;0.363;0.2206;7.204;51.739;Medium;1
WQ09966;21.64;7.68;35.69;1.43;14.62;4.31;10;43.1;0.68;85.861;37.042;;1.276;0.4416;2.766;73.819;High;1
WQ09967;;7.25;34.1;23.69;7.41;2.46;32.67;80.3682;0.25;;14.023;170.588;0.509;0.1025;9.212;78.248;Medium;1
WQ09968;20.53;6.54;33.83;32.21;10.68;3.25;22.52;73.19;0.46;89.955;31.381;22.059;0.294;0.1829;3.795;93.143;High;1
WQ09969;27.12;6.71;31.73;1.11;13.33;3.28;21.36;70.0608;0.29;16.306;34.94;44.876;0.703;0.2848;7.748;11.788;Low;1
WQ09970;23.06;7.66;38.81;37.03;5.25;11.83;72.94;862.8802;0.66;7.995;16.435;86.029;1.315;0.1494;2.956;18.692;Low;0
WQ09971;14.89;7.69;30.69;17.69;11.91;0.9;17.27;15.543;0.69;117.13;40.85;168.77;0.113;0.4989;7.291;54.873;Medium;1
WQ09972;13.37;8.2;37.02;42.42;3.25;17.13;81.56;1397.1228;1.2;114.839;27.724;52.46;0.498;0.2289;0.8;13.039;Medium;0
WQ09973;17.6;7.81;32.49;3.62;3.28;18.26;92.5;1689.05;0.81;7.252;43.515;199.433;0.983;0.0306;3.307;9.363;Low;0
WQ09974;26.62;6.79;38.26;39.21;13.78;0;10;0;0.21;53.19;38.283;72.342;0.543;0.0922;1.382;66.667;Low;1
WQ09975;29.37;7.85;35.24;37.87;6.55;13.42;62.66;840.8972;0.85;22.349;43.494;78.517;0.116;0.2686;4.787;72.499;Low;0
WQ09976;19.25;6.63;38.73;4.16;2.17;19.52;78.83;1538.7616;0.37;58.241;1.498;26.177;0.505;0.2773;4.634;84.356;Medium;0
WQ09977;24.63;6.56;38.97;29.27;5.03;17.64;69.8;1231.272;0.44;99.621;12.554;136.679;1.233;0.4922;3.911;91.583;Low;0
WQ09978;21.52;7.42;37.17;43.89;14.06;3.5;10;35;0.42;114.073;4.955;;1.452;0.302;9.821;44.306;Medium;1
WQ09979;28.91;8.4;31.33;21.03;3.23;13.06;71.56;934.5736;1.4;76.11;22.383;126.516;0.069;0.335;2.819;97.989;Medium;0
WQ09980;31.93;6.54;35.4;35.22;9.41;4.98;24.31;121.0638;0.46;42.469;44.553;46.185;0.858;0.1108;8.015;3.885;Medium;1
WQ09981;22.23;8.67;39.09;24.4;9.83;6.47;30.1;194.747;1.67;72.399;23.643;78.799;0.167;0.0579;4.751;87.026;High;1
WQ09982;22.63;6.79;33.53;27.58;7.13;8.22;46.24;380.0928;0.21;37.44;42.561;171.621;1.024;0.303;3.681;32.215;Medium;1
WQ09983;18.37;-1.726992041;35.43;11.3;3.36;15.42;63.96;986.2632;1.76;109.179;16.695;148.303;0.022;0.4331;2.433;92.179;Low;0
WQ09984;23.31;7.4;31.18;39.15;9.7;6.14;27.97;171.7358;0.4;104.448;17.309;32.609;0.032;0.2957;6.517;22.338;Low;1
WQ09985;30.26;6.54;32.74;44.37;2.3;21.88;91.79;2008.3652;0.46;66.988;44.83;122.326;1.168;0.2242;3.67;74.125;Medium;0
WQ09986;13.32;7.66;31.64;9.43;1.05;24.76;92.1;2280.396;0.66;;21.578;126.471;0.121;0.2912;8.223;42.603;High;0
WQ09987;11.55;8.28;32.5;30.64;12.39;1.52;22.11;33.6072;1.28;35.207;39.593;19.933;0.465;0.237;9.7;38.208;High;1
WQ09988;28.49;8.67;36.77;11.04;11.44;2.41;26.83;64.6603;1.67;4.01;12.214;94.23;1.437;0.0752;2.658;6.036;Medium;1
WQ09989;17.25;6.95;31.89;39.81;1.49;21.9;88.51;1938.369;0.05;97.899;47.466;53.612;1.478;0.3719;1.722;70.621;High;0
WQ09990;13.9;7.3;32.93;37.2;0.76;22.52;73.11;1646.4372;0.3;54.046;28.942;94.492;0.25;0.2689;3.497;17.618;Medium;0
WQ09991;21.11;7.71;32.39;28.04;2.31;21.01;76.52;1607.6852;0.71;39.016;38.087;155.86;0.846;0.2027;4.938;46.353;Low;0
WQ09992;;7.88;36.98;21.9;13.45;2.22;14.35;31.857;0.88;56.533;4.931;33.335;0.843;0.282;3.359;14.217;High;1
WQ09993;31.53;7.36;31.07;24.94;14.17;4;11.25;45;0.36;98.249;24.887;26.414;0.684;0.1244;9.719;60.487;Medium;1
WQ09994;28.54;7.45;33.19;29.85;10.92;4.61;15.58;71.8238;0.45;14.954;45.101;55.325;1.388;0.2168;7.902;23.183;High;1
WQ09995;17.77;3.912275799;33.43;15.88;2.48;23.89;89.51;2138.3939;1.63;102.919;43.913;190.551;1.134;0.3131;9.678;59.48;High;0
WQ09996;29.45;7.26;36.69;23.76;2.38;19.28;81.68;1574.7904;0.26;;2.817;150.069;1.149;0.117;4.046;94.667;High;0
WQ09997;19.54;7.86;32.33;47.09;13.86;0.88;18.37;16.1656;0.86;113.605;15.533;5.852;0.412;0.3758;3.394;92.1;Low;1
WQ09998;20.86;6.87;30.46;39.99;0.88;17.02;91.15;1551.373;0.13;47.699;22.444;81.399;0.657;0.2629;4.37;20.126;Low;0
WQ09999;29.05;6.57;36.44;38.27;13.67;3.98;19.58;77.9284;0.43;26.057;9.027;52.965;0.736;0.4315;5.467;10.009;High;1
WQ01977;;7.94;37.58;42.13;11.28;4.1;34.73;142.393;0.94;51.559;45.893;50.724;0.151;0.4878;7.59;53.104;Low;1
WQ03880;;7.79;34.63;5.24;13.44;0;18.32;0;0.79;60.291;24.538;124.355;0.884;0.0826;2.289;76.537;High;1
WQ00052;;8.59;36.27;33.69;4.17;16.77;71.58;1200.3966;1.59;112.74;45.236;115.35;0.868;0.4851;2.951;41.244;Low;0
WQ02551;;7.32;32.59;31.92;11.87;6.3;25.11;158.193;0.32;13.32;7.156;87.456;1.239;0.4673;5.082;67.482;Medium;1
WQ02246;;7.01;38.81;40.63;4.99;16.67;73.57;1226.4119;0.01;7.637;2.142;117.387;1.37;0.2911;3.12;33.073;Medium;0
WQ00270;;7.31;37.19;18.68;14.42;1.63;14;22.82;0.31;97.123;19.518;82.136;0.368;0.0397;2.015;17.367;High;1
WQ00601;;6.97;34.44;34.02;14.37;0.6;10;6;0.03;33.431;10.815;64.489;1.371;0.1617;8.197;76.561;Low;1
WQ02441;;7.39;36.33;27.05;12.5;0.95;16.28;15.466;0.39;65.005;30.913;91.719;0.064;0.2433;2.718;59.441;High;1
WQ03286;;7.15;33.64;36.59;5.07;15.76;62.66;987.5216;0.15;;44.014;26.413;1.05;0.3198;3.696;12.088;High;0
WQ02967;;8.5;31.46;24.15;13.62;0;23.68;0;1.5;67.449;36.663;125.463;1.402;0.0958;6.556;73.21;Medium;1
WQ04712;;6.85;37.23;3.12;0.61;19.46;80.28;1562.2488;0.15;30.798;27.749;112.695;1.265;0.0223;4.714;9.388;High;0
WQ09032;;6.68;30.4;34.23;2.56;20.24;81.28;1645.1072;0.32;43.668;46.384;94.815;0.491;0.2393;3.554;43.566;High;0
WQ01787;;8.79;35.96;39.4;13.99;1.4;22.74;31.836;1.79;73.672;29.157;108.72;0.084;0.3142;9.274;32.276;High;1
WQ01698;;7.4;30.43;35.46;11.95;1.44;10;14.4;0.4;115.574;45.119;70.607;0.119;0.0943;1.522;73.488;High;1
WQ03225;;6.58;32.86;7.94;5.07;16.48;63.86;1052.4128;0.42;106.903;12.087;187.203;1.092;0.4261;8.851;24.174;Medium;0
WQ00403;;7.69;34.15;41.63;10.47;5.99;30.89;185.0311;0.69;99.175;10.185;142.434;0.166;0.4144;7.364;36.741;Medium;1
WQ03534;;8.54;32.5;12.31;11.7;1.2;29.85;35.82;1.54;27.901;23.303;23.585;0.43;0.154;9.127;96.943;Low;1
WQ06046;;6.83;39.26;37.61;0.86;25;95.16;2379;0.17;12.696;46.149;;0.469;0.4459;4.185;5.07;High;0
WQ03047;;8.63;33.67;20.05;4.79;14.84;75.08;1114.1872;1.63;;28.246;103.429;0.461;0.4748;6.956;12.476;High;0
WQ08862;;6.78;34.86;40.92;7.41;9.29;34;315.86;0.22;103.321;3.402;55.105;0.803;0.0233;9.572;58.183;Medium;1
WQ07146;;8.77;39.67;33.07;1;23.7;91.93;2178.741;1.77;90.458;36.78;191.549;0.536;0.1721;3.806;91.161;High;0
WQ00507;;7.51;30.2;16.52;1.79;;80.96;1670.2048;0.51;98.704;25.888;38.673;0.469;0.2338;4.889;12.298;Low;0
WQ04476;;6.69;39.4;37.88;14.3;2.99;13.17;39.3783;0.31;50.207;45.783;145.302;0.986;0.0475;5.178;81.641;Medium;1
WQ01677;;7.55;37.41;29.08;7.76;;48.96;440.1504;0.55;48.358;31.036;94.319;1.432;0.443;9.783;57.974;High;0
WQ02020;;6.262875221;36.43;33.47;0.4;;89.63;1769.2962;0.13;115.607;20.311;149.424;0.173;0.1941;5.557;46.566;Low;0
WQ01682;;8.12;37.93;31.64;11.56;2.79;18.73;52.2567;1.12;76.917;25.375;;1.171;0.1064;6.972;75.741;High;1
WQ01649;;7.49;37.01;11.8;5.26;14.41;64.26;925.9866;0.49;85.049;40.832;144.771;1.007;0.0844;8.6;95.019;High;0
WQ02421;;6.84;32.16;9.66;1.8;;78.11;1825.4307;0.16;2.802;22.004;188.049;0.412;0.2972;8.132;84.064;Medium;0
WQ07537;;7.78;30.55;48.61;12.43;0.82;20.22;16.5804;0.78;42.117;42.579;71.396;1.034;0.066;4.859;29.889;Medium;1
WQ04793;;7.09;34.75;32.24;14.15;1.62;21.43;34.7166;0.09;35.718;33.855;95.127;0.066;0.3206;9.423;59.411;High;1
WQ09636;;7.3;35.07;14.11;1.51;23.44;78.9;1849.416;0.3;112.362;10.043;57.966;0.46;0.3635;0.839;47.092;Medium;0
WQ01015;;8.814737571;39.25;37.89;0.33;;92.67;1843.2063;0.43;111.03;46.242;61.405;0.944;0.0487;8.04;89.694;Medium;0
WQ08921;;7.08;38.69;25.69;4.08;;60.28;836.6864;0.08;4.584;3.866;121.98;0.593;0.1733;0.69;75.209;High;0
WQ03044;;8.5;35.47;9.69;12.07;;31.25;196.25;1.5;88.546;21.587;108.889;1.267;0.4543;1.221;45.009;Low;1
WQ03498;;6.78;36.54;13.91;1.03;21.25;76.48;1625.2;0.22;23.598;18.855;163.746;0.667;0.33;1.143;85.815;High;0
WQ05524;;7.25;36.84;3.57;10.02;1.5;13.1;19.65;0.25;63.445;26.981;172.259;0.852;0.0259;6.27;34.041;Medium;1
WQ09554;;8.45;36.49;8.31;13.02;3.31;10;33.1;1.45;77.433;46.613;92.006;1.463;0.243;7.682;32.393;Low;1
WQ02846;;6.9;30.62;28.23;13.77;3.62;22.21;80.4002;0.1;94.506;47.187;170.183;0.8;0.3886;1.68;49.158;Medium;1
WQ00835;;8.08;32.47;22.27;15.4;3.27;19.97;65.3019;1.08;50.271;48.337;82.308;0.51;0.4122;9.305;29.165;Medium;1
WQ04863;;8.06;38.91;2.53;9.84;0.72;12.2;8.784;1.06;40.175;34.665;149.014;0.534;0.2074;1.039;85.096;Low;1
WQ03297;;7.42;39.64;9.62;0.94;18.1;81.89;1482.209;0.42;8.893;36.498;2.59;0.236;0.0964;1.737;57.998;Low;0
WQ07961;;7.34;37.36;31.34;0.99;23.18;98.35;2279.753;0.34;37.792;0.95;86.266;0.166;0.2109;4.271;33.045;Low;0
WQ03145;;7.94;30.94;42.88;11.39;4.63;34.43;159.4109;0.94;44.214;36.474;115.722;0.011;0.1957;8.078;56.341;Medium;1
WQ06115;;6.84;34.35;46.67;12.77;2.41;19.8;47.718;0.16;84.288;44.253;13.391;1.098;0.0206;9.819;84.459;High;1
WQ01901;;7.78;39.32;24.55;10.07;3.54;16.45;58.233;0.78;0.628;48.756;44.658;0.292;0.1611;2.617;16.731;High;1
WQ01411;;8.04;39.57;23.79;3.23;17.37;69.11;1200.4407;1.04;13.43;21.127;66.397;0.361;0.0918;7.555;5.17;Medium;0
WQ00623;;8.67;30.11;13.89;13.01;1.88;10;18.8;1.67;58.143;45.187;139.348;0.29;0.0272;6.983;20.262;High;1
WQ03503;;7.58;30.65;35.42;8.09;8.5;36.81;312.885;0.58;3.603;3.271;155.667;0.714;0.1576;3.584;18.027;Medium;0
WQ03066;;6.51;31.21;19.91;2.26;19.87;86.74;1723.5238;0.49;1.813;30.694;110.162;0.945;0.1483;6.35;82.996;Low;0
WQ00641;1.864333508;8.66;38.34;9.27;1.14;21.56;88.13;1900.0828;1.66;38.649;44.768;71.489;0.042;0.1833;4.043;64.3;Low;0
WQ02170;;7.02;31.81;4.17;1.76;23.29;98.23;2287.7767;0.02;82.359;18.57;62.912;0.095;0.0155;4.427;92.749;Low;0
WQ06821;;4.027589365;38.05;42.64;2.45;19.85;93.6;1857.96;1.38;62.439;26.608;103.212;0.323;0.2479;3.552;44.699;Medium;0
WQ07418;;7.51;35.85;40.9;14.98;1.91;15.78;30.1398;0.51;10.309;26.984;75.365;0.772;0.2031;7.197;31.529;Low;1
WQ01719;;7.56;30.67;32.81;2.58;22.84;94.93;2168.2012;0.56;28.702;15.915;105.073;0.18;0.2115;0.67;56.524;High;0
WQ01302;;6.75;31.73;40.67;8.56;4.32;32.18;139.0176;0.25;6.237;27.65;164.218;0.927;0.4716;7.978;35.713;Low;1
WQ07827;;7.9;39.86;20.56;1.18;19.12;96.85;1851.772;0.9;40.314;9.243;60.977;0.991;0.0984;1.54;0.31;Medium;0
WQ05792;;7.39;32.93;11.82;13.97;1.3;21.84;28.392;0.39;115.854;10.391;74.498;0.48;0.2168;2.529;55.681;Low;1
WQ09925;;7.05;34.51;49.26;10.94;3.82;20.67;78.9594;0.05;11.022;29.871;36.766;0.173;0.0303;1.221;35.64;Low;1
WQ08337;;8.68;36.83;10.96;8.85;3.49;42.72;149.0928;1.68;58.365;10.8;;1.316;0.2902;6.757;86.546;Medium;1
WQ03435;;6.83;37.48;41.25;0.98;23.56;88.91;2094.7196;0.17;46.708;48.016;135.5;1.291;0.4184;6.146;46.902;Medium;0
WQ03656;;8.42;33.6;13.43;2.34;18.31;98.66;1806.4646;1.42;40.849;18.393;47.828;0.47;0.1804;4.663;39.702;Low;0
WQ05548;;7.58;34.18;45.33;15.48;3;15.35;46.05;0.58;;1.606;152.36;1.392;0.1141;3.588;51.072;Medium;1
WQ00065;;6.933796608;30.62;11.99;1.43;24.47;90.83;2222.6101;1.77;65.124;32.865;86.515;0.074;0.4512;2.163;29.402;Low;0
WQ02417;;7.69;36.18;15.12;10.79;5.16;18.86;97.3176;0.69;4.68;28.87;129.566;1.191;0.3405;3.651;3.598;Medium;1
WQ03692;;8.65;38.74;26.36;14.1;3.45;18.82;64.929;1.65;93.029;38.269;109.881;1.298;0.0873;0.747;48.83;High;1
WQ03999;;7.34;36.58;41.83;2.14;19.13;89.55;1713.0915;0.34;19.364;37.644;127.88;1.179;0.3034;6.753;51.011;Medium;0
WQ05497;;7.96;34.05;23.5;13.83;1.64;16.36;26.8304;0.96;106.68;1.809;56.565;0.676;0.0244;8.017;88.669;High;1
WQ00438;;7.82;35.72;17.31;2.82;18.82;84.36;1587.6552;0.82;84.749;23.069;34.834;0.081;0.4979;9.921;97.15;High;0
WQ03566;;13.94644416;33.56;16.44;13.92;0.95;23.47;22.2965;0.61;68.915;11.725;;1.213;0.3277;3.113;47.965;High;1
WQ06931;;7.61;31.96;30.73;6.74;8.02;44.03;353.1206;0.61;11.222;16.09;6.535;1.334;0.1617;2.206;36.024;High;1
WQ01818;;8.04;31.14;37.4;1.87;21.51;88.96;1913.5296;1.04;;37.953;199.733;0.789;0.1146;1.488;16.437;High;0
WQ03605;;7.27;35.58;31.08;0;18.57;100;1857;0.27;21.941;7.824;100.101;0.673;0.4459;3.842;96.294;Medium;0
WQ02794;;6.96;30.9;20.15;3.08;23.87;86.65;2068.3355;0.04;52.44;20.975;169.563;0.997;0.0589;9.358;90.663;Low;0
WQ05077;;8.65;37.97;3.26;15.46;;10;19.3;1.65;28.393;17.454;74.895;0.464;0.1415;9.478;59.293;Medium;1
WQ02465;;8.31;36.64;28.84;3.03;22.45;94.52;2121.974;1.31;24.157;12.618;6.344;1.226;0.2397;2.216;9.056;High;0
WQ04312;;8.15;30.02;16.03;7.78;7.24;46.67;337.8908;1.15;14.922;32.863;;0.051;0.246;1.332;75.764;High;0
WQ05233;;8.13;37.83;44.51;6.03;9.92;41.01;406.8192;1.13;49.288;23.455;86.182;0.841;0.1826;7.001;33.354;Medium;0
WQ06475;;7.09;39.49;15.62;0;19.03;90.27;1717.8381;0.09;110.959;9.371;47.124;1.073;0.25;0.8;68.509;Medium;0
WQ04466;;6.63;33.23;26.64;1.93;19.12;92.28;1764.3936;0.37;15.961;15.943;117.549;1.038;0.4432;5.647;85.573;High;0
WQ04381;;7.67;30.87;48.12;3.06;13.36;56.9;760.184;0.67;8.539;29.513;171.916;0.312;0.2103;8.84;45.656;High;0
WQ05120;62.03745418;7.7;34.28;1.76;8.49;1.54;28.67;44.1518;0.7;38.165;28.668;62.88;1.024;0.1685;2.401;66.856;Medium;1
WQ04562;73.10992974;7.26;38.46;48.94;3.61;16.78;62.16;1043.0448;0.26;105.57;23.68;63.146;1.151;0.3238;4.896;93.19;Medium;0
WQ00378;;7.85;30.54;41.33;4.29;-14.96;71.26;1066.0496;0.85;97.736;40.794;;0.65;0.2142;1.746;86.132;Low;0
WQ02759;;8.4;38.53;6.99;0.82;19.67;84.87;1669.3929;1.4;7.464;16.607;127.542;1.03;0.1152;9.07;76.864;High;0
WQ06959;;6.92;37.32;49.71;2.44;19.08;70.45;1344.186;0.08;114.718;45.628;49.068;1.128;0.4021;5.11;4.134;Low;0
WQ06781;;7.25;34.96;16.24;0.92;23.85;84.3;2010.555;0.25;57.828;22.052;105.836;0.771;0.4717;7.545;8.421;High;0
WQ01289;;6.59;31.74;38.97;0.65;;83.28;1821.3336;0.41;;35.502;52.883;0.332;0.4649;0.77;94.136;High;0
WQ06743;;7.62;33.26;2;10.96;6.14;27.85;170.999;0.62;103.421;45.499;149.095;0.478;0.3377;7.077;14.849;Low;1
WQ00011;5.851050617;7.88;30.83;0.77;12.66;3.15;23.03;72.5445;0.88;116.389;36.587;;1.344;0.2788;4.608;14.15;Medium;1
WQ02066;;7.72;33.26;47.58;3.71;16.84;72.37;1218.7108;0.72;24.164;16.904;158.224;1.23;0.4249;5.446;74.112;Medium;0
WQ06210;;8.65;30.9;35.24;4.14;16.86;65.08;1097.2488;1.65;59.582;48.404;157.91;0.583;0.4917;0.582;21.07;Medium;0
WQ04479;;6.85;37.54;11.15;12.53;2.96;10.9;32.264;0.15;69.071;11.036;81.022;1.014;0.3446;3.566;74.917;Low;1
WQ01055;;8.62;39.76;10.91;3.95;16.4;79.36;1301.504;1.62;42.085;17.645;111.091;1.489;0.3388;8.726;28.643;High;0
WQ03700;;8.58;32.35;9.18;14.81;3.42;14.64;50.0688;1.58;73.376;47.327;172.058;1.171;0.2819;5.907;48.747;Low;1
WQ05577;;6.9;34.94;42.93;3.52;13.18;76.36;1006.4248;0.1;117.898;33.179;14.962;0.449;0.0677;7.274;63.626;High;0
WQ09025;;8.31;30.42;0.62;6.95;8.63;41.96;362.1148;1.31;45.835;34.019;56.728;0.91;0.0882;3.044;4.518;Low;0
WQ04641;-0.307682357;6.87;30.18;18.28;0.58;-23.17;82.8;1918.476;0.13;37.55;38.536;33.859;1.293;0.1152;1.358;7.42;Low;0
WQ08722;;8.66;31.64;42.72;12.89;2.1;21.8;45.78;1.66;;49.098;59.574;0.188;0.349;7.011;66.697;High;1
WQ09736;;7.06;34.43;21.56;6.02;9.16;40.52;371.1632;0.06;82.364;26.662;22.062;0.12;0.0178;7.07;75.478;Medium;1
WQ01111;;7.05;32.34;3.88;10.64;;10;7.6;0.05;26.933;10.87;5.086;1.294;0.1338;4.885;89.985;Low;1
WQ09271;;6.5;34.57;49.99;11.78;6.82;30.42;207.4644;0.5;62.626;49.573;86.981;0.155;0.1052;8.927;41.597;Low;1
WQ02729;;7.4;35.88;5.11;4.69;14.15;66.96;947.484;0.4;58.089;15.65;29.199;0.197;0.1761;2.874;57.006;High;0
WQ00737;;7.2;39.39;35.64;0.63;19.08;78.31;1494.1548;0.2;97.992;24.577;9.276;0.468;0.1126;7.307;9.97;High;0
